fromNode,toNode,weight,date,title
13911,11595,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,11802,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,11807,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,11942,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,12232,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,12432,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,12461,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,12575,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,12819,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,13147,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,13367,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,13370,1,1994-06-02,Mirror Symmetry Constructions: A Review
13911,13556,1,1994-06-02,Mirror Symmetry Constructions: A Review
13916,10990,1,1994-06-03,The Chern-Simons Action in Non-Commutative Geometry
13919,10432,1,1994-06-03,As time goes by
13919,10669,1,1994-06-03,As time goes by
13919,10744,1,1994-06-03,As time goes by
13919,10770,1,1994-06-03,As time goes by
13919,10862,1,1994-06-03,As time goes by
13919,10964,1,1994-06-03,As time goes by
13919,11329,1,1994-06-03,As time goes by
13919,12006,1,1994-06-03,As time goes by
13919,12007,1,1994-06-03,As time goes by
13919,12928,1,1994-06-03,As time goes by
13919,13510,1,1994-06-03,As time goes by
13919,13899,1,1994-06-03,As time goes by
13917,10755,1,1994-06-03,"$N=1$, 2D-Induced Polyakov Supergravity on a Super Riemann Surface"
13917,11359,1,1994-06-03,"$N=1$, 2D-Induced Polyakov Supergravity on a Super Riemann Surface"
13917,12774,1,1994-06-03,"$N=1$, 2D-Induced Polyakov Supergravity on a Super Riemann Surface"
13921,12992,1,1994-06-03,"Spinon Bases, Yangian Symmetry and Fermionic Representations of Virasoro"
13921,13255,1,1994-06-03,"Spinon Bases, Yangian Symmetry and Fermionic Representations of Virasoro"
13921,13461,1,1994-06-03,"Spinon Bases, Yangian Symmetry and Fermionic Representations of Virasoro"
13921,13611,1,1994-06-03,"Spinon Bases, Yangian Symmetry and Fermionic Representations of Virasoro"
13923,10751,1,1994-06-03,Finite Deformations of CFT and Spacetime Geometry
13923,11824,1,1994-06-03,Finite Deformations of CFT and Spacetime Geometry
13923,12616,1,1994-06-03,Finite Deformations of CFT and Spacetime Geometry
13923,13186,1,1994-06-03,Finite Deformations of CFT and Spacetime Geometry
13926,10652,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13926,10694,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13926,10739,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13926,11090,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13926,11374,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13926,11494,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13926,11744,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13926,11915,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13926,11938,1,1994-06-06,Tachyon Effects on the 2-Dim Black Hole Geometry
13927,11189,1,1994-06-06,Back Reaction of Strings in Self-Consistent String Cosmology
13927,11323,1,1994-06-06,Back Reaction of Strings in Self-Consistent String Cosmology
13927,11611,1,1994-06-06,Back Reaction of Strings in Self-Consistent String Cosmology
13927,11820,1,1994-06-06,Back Reaction of Strings in Self-Consistent String Cosmology
13927,12506,1,1994-06-06,Back Reaction of Strings in Self-Consistent String Cosmology
13930,11440,1,1994-06-06,"Chiral Rings Do Not Suffice: N=(2,2) Theories with Nonzero Fundamental"
13930,11595,1,1994-06-06,"Chiral Rings Do Not Suffice: N=(2,2) Theories with Nonzero Fundamental"
13930,12432,1,1994-06-06,"Chiral Rings Do Not Suffice: N=(2,2) Theories with Nonzero Fundamental"
13930,12575,1,1994-06-06,"Chiral Rings Do Not Suffice: N=(2,2) Theories with Nonzero Fundamental"
13930,12615,1,1994-06-06,"Chiral Rings Do Not Suffice: N=(2,2) Theories with Nonzero Fundamental"
13930,13501,1,1994-06-06,"Chiral Rings Do Not Suffice: N=(2,2) Theories with Nonzero Fundamental"
13930,13556,1,1994-06-06,"Chiral Rings Do Not Suffice: N=(2,2) Theories with Nonzero Fundamental"
13930,13696,1,1994-06-06,"Chiral Rings Do Not Suffice: N=(2,2) Theories with Nonzero Fundamental"
13933,10647,1,1994-06-07,Geometrical Expression for Short-Distance Singularities in Field Theory
13933,11824,1,1994-06-07,Geometrical Expression for Short-Distance Singularities in Field Theory
13933,12166,1,1994-06-07,Geometrical Expression for Short-Distance Singularities in Field Theory
13933,13459,1,1994-06-07,Geometrical Expression for Short-Distance Singularities in Field Theory
13933,13910,1,1994-06-07,Geometrical Expression for Short-Distance Singularities in Field Theory
13941,10298,1,1994-06-08,On the Elliptic Genus and Mirror Symmetry
13941,10385,1,1994-06-08,On the Elliptic Genus and Mirror Symmetry
13941,10581,1,1994-06-08,On the Elliptic Genus and Mirror Symmetry
13941,11094,1,1994-06-08,On the Elliptic Genus and Mirror Symmetry
13941,11942,1,1994-06-08,On the Elliptic Genus and Mirror Symmetry
13942,10995,1,1994-06-08,Effective hamiltonians for $1/N$ expansion in two-dimensional QCD
13942,11397,1,1994-06-08,Effective hamiltonians for $1/N$ expansion in two-dimensional QCD
13942,11462,1,1994-06-08,Effective hamiltonians for $1/N$ expansion in two-dimensional QCD
13942,11669,1,1994-06-08,Effective hamiltonians for $1/N$ expansion in two-dimensional QCD
13942,12294,1,1994-06-08,Effective hamiltonians for $1/N$ expansion in two-dimensional QCD
13942,12820,1,1994-06-08,Effective hamiltonians for $1/N$ expansion in two-dimensional QCD
13939,11194,1,1994-06-08,A Fresh Look at Generalized Veneziano Amplitudes
13940,10397,1,1994-06-08,"On Certain Quantum Deformations of $gl(N,R)$"
13940,10721,1,1994-06-08,"On Certain Quantum Deformations of $gl(N,R)$"
13940,11153,1,1994-06-08,"On Certain Quantum Deformations of $gl(N,R)$"
13940,11737,1,1994-06-08,"On Certain Quantum Deformations of $gl(N,R)$"
13945,10675,1,1994-06-08,Self-DUal SU(3) Chern-Simons Higgs Systems
13947,10510,1,1994-06-09,The Extended Supersymmetrization of the Nonlinear Schrodinger Equation
13947,13418,1,1994-06-09,The Extended Supersymmetrization of the Nonlinear Schrodinger Equation
13947,13813,1,1994-06-09,The Extended Supersymmetrization of the Nonlinear Schrodinger Equation
13949,10473,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,10905,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,11127,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,11246,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,11474,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,11537,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,12263,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,12615,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,13105,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,13148,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,13559,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,13615,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13949,13737,1,1994-06-09,"$(1,q=-1)$ Model as a Topological Description of $2d$ String Theory"
13948,10494,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,10519,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,10542,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,10581,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,10613,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,11440,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,11441,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,11595,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,11817,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,12369,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,12432,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,12461,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,12575,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,13370,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13948,13556,1,1994-06-09,"Mirror Symmetry, Mirror Map and Applications to Complete Intersection"
13958,11745,1,1994-06-10,Algebraic structure of the Green's ansatz and its q-deformed analogue
13958,11968,1,1994-06-10,Algebraic structure of the Green's ansatz and its q-deformed analogue
13958,12076,1,1994-06-10,Algebraic structure of the Green's ansatz and its q-deformed analogue
13958,13117,1,1994-06-10,Algebraic structure of the Green's ansatz and its q-deformed analogue
13959,10319,1,1994-06-11,On exact solutions and singularities in string theory
13959,10424,1,1994-06-11,On exact solutions and singularities in string theory
13959,10683,1,1994-06-11,On exact solutions and singularities in string theory
13959,10720,1,1994-06-11,On exact solutions and singularities in string theory
13959,10971,1,1994-06-11,On exact solutions and singularities in string theory
13959,11059,1,1994-06-11,On exact solutions and singularities in string theory
13959,11138,1,1994-06-11,On exact solutions and singularities in string theory
13959,11310,1,1994-06-11,On exact solutions and singularities in string theory
13959,11417,1,1994-06-11,On exact solutions and singularities in string theory
13959,11444,1,1994-06-11,On exact solutions and singularities in string theory
13959,11581,1,1994-06-11,On exact solutions and singularities in string theory
13959,11617,1,1994-06-11,On exact solutions and singularities in string theory
13959,11636,1,1994-06-11,On exact solutions and singularities in string theory
13959,11645,1,1994-06-11,On exact solutions and singularities in string theory
13959,11963,1,1994-06-11,On exact solutions and singularities in string theory
13959,11976,1,1994-06-11,On exact solutions and singularities in string theory
13959,12400,1,1994-06-11,On exact solutions and singularities in string theory
13959,12731,1,1994-06-11,On exact solutions and singularities in string theory
13959,12772,1,1994-06-11,On exact solutions and singularities in string theory
13959,12808,1,1994-06-11,On exact solutions and singularities in string theory
13959,12815,1,1994-06-11,On exact solutions and singularities in string theory
13959,12872,1,1994-06-11,On exact solutions and singularities in string theory
13959,13144,1,1994-06-11,On exact solutions and singularities in string theory
13959,13294,1,1994-06-11,On exact solutions and singularities in string theory
13959,13371,1,1994-06-11,On exact solutions and singularities in string theory
13959,13560,1,1994-06-11,On exact solutions and singularities in string theory
13959,13621,1,1994-06-11,On exact solutions and singularities in string theory
13959,13838,1,1994-06-11,On exact solutions and singularities in string theory
13961,10819,1,1994-06-12,Taub--NUT Dyons in Heterotic String Theory
13961,11138,1,1994-06-12,Taub--NUT Dyons in Heterotic String Theory
13961,12525,1,1994-06-12,Taub--NUT Dyons in Heterotic String Theory
13961,13002,1,1994-06-12,Taub--NUT Dyons in Heterotic String Theory
13961,13555,1,1994-06-12,Taub--NUT Dyons in Heterotic String Theory
13961,13561,1,1994-06-12,Taub--NUT Dyons in Heterotic String Theory
13961,13951,1,1994-06-12,Taub--NUT Dyons in Heterotic String Theory
13964,10955,1,1994-06-13,The W_3 particle
13965,10334,1,1994-06-13,Hard Thermal Loops in a Moving Plasma and a Magnetic Mass Term
13965,11335,1,1994-06-13,Hard Thermal Loops in a Moving Plasma and a Magnetic Mass Term
13967,10836,1,1994-06-13,Flat Connections for Characters in Irrational Conformal Field Theory
13967,11969,1,1994-06-13,Flat Connections for Characters in Irrational Conformal Field Theory
13967,12566,1,1994-06-13,Flat Connections for Characters in Irrational Conformal Field Theory
13967,12667,1,1994-06-13,Flat Connections for Characters in Irrational Conformal Field Theory
13967,12854,1,1994-06-13,Flat Connections for Characters in Irrational Conformal Field Theory
13967,12999,1,1994-06-13,Flat Connections for Characters in Irrational Conformal Field Theory
13967,13029,1,1994-06-13,Flat Connections for Characters in Irrational Conformal Field Theory
13977,12625,1,1994-06-14,Spinning particles in $2+1$ dimensions
13975,11849,1,1994-06-14,"Symmetry Breaking in the Schr\""odinger Representation for Chern-Simons"
13975,12086,1,1994-06-14,"Symmetry Breaking in the Schr\""odinger Representation for Chern-Simons"
13978,11332,1,1994-06-14,"Singlet Couplings and (0,2) Models"
13978,11440,1,1994-06-14,"Singlet Couplings and (0,2) Models"
13978,11802,1,1994-06-14,"Singlet Couplings and (0,2) Models"
13978,12232,1,1994-06-14,"Singlet Couplings and (0,2) Models"
13978,12587,1,1994-06-14,"Singlet Couplings and (0,2) Models"
13978,13447,1,1994-06-14,"Singlet Couplings and (0,2) Models"
13979,10389,1,1994-06-14,Quantum Symmetries and Stringy Instantons
13979,12232,1,1994-06-14,Quantum Symmetries and Stringy Instantons
13979,12587,1,1994-06-14,Quantum Symmetries and Stringy Instantons
13981,10971,1,1994-06-14,Dual Waves
13981,11311,1,1994-06-14,Dual Waves
13981,13144,1,1994-06-14,Dual Waves
13981,13625,1,1994-06-14,Dual Waves
13981,13912,1,1994-06-14,Dual Waves
13981,13951,1,1994-06-14,Dual Waves
13981,13961,1,1994-06-14,Dual Waves
13971,11063,1,1994-06-14,A New Duality Symmetry in String Theory
13971,11540,1,1994-06-14,A New Duality Symmetry in String Theory
13971,11645,1,1994-06-14,A New Duality Symmetry in String Theory
13971,12453,1,1994-06-14,A New Duality Symmetry in String Theory
13971,12489,1,1994-06-14,A New Duality Symmetry in String Theory
13971,12525,1,1994-06-14,A New Duality Symmetry in String Theory
13971,12547,1,1994-06-14,A New Duality Symmetry in String Theory
13971,12579,1,1994-06-14,A New Duality Symmetry in String Theory
13971,13294,1,1994-06-14,A New Duality Symmetry in String Theory
13971,13530,1,1994-06-14,A New Duality Symmetry in String Theory
13971,13560,1,1994-06-14,A New Duality Symmetry in String Theory
13974,10862,1,1994-06-14,"Entropy, Quantum Decoherence and Pointer States in Scalar ``Parton''"
13974,11671,1,1994-06-14,"Entropy, Quantum Decoherence and Pointer States in Scalar ``Parton''"
13974,13228,1,1994-06-14,"Entropy, Quantum Decoherence and Pointer States in Scalar ``Parton''"
13974,13488,1,1994-06-14,"Entropy, Quantum Decoherence and Pointer States in Scalar ``Parton''"
13973,10397,1,1994-06-14,Deformed Algebras from Inverse Schwinger Method
13973,11534,1,1994-06-14,Deformed Algebras from Inverse Schwinger Method
13973,13117,1,1994-06-14,Deformed Algebras from Inverse Schwinger Method
13973,13347,1,1994-06-14,Deformed Algebras from Inverse Schwinger Method
13973,13602,1,1994-06-14,Deformed Algebras from Inverse Schwinger Method
13987,10646,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,11397,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,11408,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,11462,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,11669,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,11987,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,12271,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,12725,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,13174,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13987,13360,1,1994-06-15,The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
13983,10332,1,1994-06-15,Strongly homotopy Lie algebras
13983,10751,1,1994-06-15,Strongly homotopy Lie algebras
13983,11028,1,1994-06-15,Strongly homotopy Lie algebras
13990,10444,1,1994-06-15,On the Mathai-Quillen Formalism of Topological Sigma Models
13993,11563,1,1994-06-16,Non-hermitian techniques of canonical transformations in quantum
13993,11957,1,1994-06-16,Non-hermitian techniques of canonical transformations in quantum
13994,12488,1,1994-06-16,Swimming of Microorganism and the String- and Membrane- like Algebra
13994,13107,1,1994-06-16,Swimming of Microorganism and the String- and Membrane- like Algebra
13994,13835,1,1994-06-16,Swimming of Microorganism and the String- and Membrane- like Algebra
14005,11642,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,12065,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,12139,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,12610,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,12684,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,12796,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,12851,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,12883,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,13304,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,13366,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14005,13574,1,1994-06-18,Exact solution of a massless scalar field with a relevant boundary
14003,12599,1,1994-06-18,Smooth Paths on Three Dimensional Lattice
14003,13659,1,1994-06-18,Smooth Paths on Three Dimensional Lattice
14008,10585,1,1994-06-19,Non-Abelian Strong-Weak Coupling Duality in (String-Derived) N=4
14008,11543,1,1994-06-19,Non-Abelian Strong-Weak Coupling Duality in (String-Derived) N=4
14008,11677,1,1994-06-19,Non-Abelian Strong-Weak Coupling Duality in (String-Derived) N=4
14008,11906,1,1994-06-19,Non-Abelian Strong-Weak Coupling Duality in (String-Derived) N=4
14008,12062,1,1994-06-19,Non-Abelian Strong-Weak Coupling Duality in (String-Derived) N=4
14007,10748,1,1994-06-19,Induced Gravity from the Consistent String Theory Coupled with Two -
14007,10889,1,1994-06-19,Induced Gravity from the Consistent String Theory Coupled with Two -
14007,11729,1,1994-06-19,Induced Gravity from the Consistent String Theory Coupled with Two -
14007,11856,1,1994-06-19,Induced Gravity from the Consistent String Theory Coupled with Two -
14007,11887,1,1994-06-19,Induced Gravity from the Consistent String Theory Coupled with Two -
14007,12950,1,1994-06-19,Induced Gravity from the Consistent String Theory Coupled with Two -
14010,11117,1,1994-06-20,"``Charge-Dyon"" System As The Reduced Oscillator"
14011,10332,1,1994-06-20,Observations on the Topological Structure in 2d Gravity Coupled to
14011,10842,1,1994-06-20,Observations on the Topological Structure in 2d Gravity Coupled to
14011,11203,1,1994-06-20,Observations on the Topological Structure in 2d Gravity Coupled to
14011,11476,1,1994-06-20,Observations on the Topological Structure in 2d Gravity Coupled to
14011,11553,1,1994-06-20,Observations on the Topological Structure in 2d Gravity Coupled to
14011,11944,1,1994-06-20,Observations on the Topological Structure in 2d Gravity Coupled to
14015,10545,1,1994-06-21,The Field Theory Limit of Integrable Lattice Models
14015,11666,1,1994-06-21,The Field Theory Limit of Integrable Lattice Models
14015,11675,1,1994-06-21,The Field Theory Limit of Integrable Lattice Models
14015,12511,1,1994-06-21,The Field Theory Limit of Integrable Lattice Models
14016,10424,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,10971,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,11220,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,11540,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,11645,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,12462,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,12731,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,12808,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,12815,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,12817,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,12872,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,12884,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,13099,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,13294,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,13437,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,13560,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,13621,1,1994-06-21,All WZW Mooels in $D\leq5$
14016,13665,1,1994-06-21,All WZW Mooels in $D\leq5$
14018,10559,1,1994-06-21,Frustrating and Diluting Dynamical Lattice Ising Spins
14018,10904,1,1994-06-21,Frustrating and Diluting Dynamical Lattice Ising Spins
14018,12307,1,1994-06-21,Frustrating and Diluting Dynamical Lattice Ising Spins
14018,13791,1,1994-06-21,Frustrating and Diluting Dynamical Lattice Ising Spins
14019,10502,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,10505,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,10707,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,10752,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,10763,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,10766,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,11704,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,11760,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,11855,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,12101,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14019,12298,1,1994-06-21,A Remark on the Renormalization Group Equation for the Penner Model
14021,10545,1,1994-06-21,Form Factors of 2-D Integrable Models Using Radial Quantization
14021,12000,1,1994-06-21,Form Factors of 2-D Integrable Models Using Radial Quantization
14021,13049,1,1994-06-21,Form Factors of 2-D Integrable Models Using Radial Quantization
14026,11333,1,1994-06-22,Representation Theory of Quantized Poincare Algebra. Tensor Operators
14035,10880,1,1994-06-23,q-Epsilon tensor for quantum and braided spaces
14035,10882,1,1994-06-23,q-Epsilon tensor for quantum and braided spaces
14035,11153,1,1994-06-23,q-Epsilon tensor for quantum and braided spaces
14035,11575,1,1994-06-23,q-Epsilon tensor for quantum and braided spaces
14035,12483,1,1994-06-23,q-Epsilon tensor for quantum and braided spaces
14031,10707,1,1994-06-23,Renormalized expansion for matrix models
14031,10904,1,1994-06-23,Renormalized expansion for matrix models
14031,11704,1,1994-06-23,Renormalized expansion for matrix models
14031,11716,1,1994-06-23,Renormalized expansion for matrix models
14031,12298,1,1994-06-23,Renormalized expansion for matrix models
14031,13311,1,1994-06-23,Renormalized expansion for matrix models
14031,13714,1,1994-06-23,Renormalized expansion for matrix models
14039,11500,1,1994-06-24,The Beta-Function of the Chiral Gross Neveu Model at O(1/N^2)
14039,11509,1,1994-06-24,The Beta-Function of the Chiral Gross Neveu Model at O(1/N^2)
14039,11923,1,1994-06-24,The Beta-Function of the Chiral Gross Neveu Model at O(1/N^2)
14039,12155,1,1994-06-24,The Beta-Function of the Chiral Gross Neveu Model at O(1/N^2)
14043,10705,1,1994-06-24,Canonical Transformations and Path Integral Measures
14041,11441,1,1994-06-24,Some Features of Blown-Up Nonlinear $\sigma$-Models
14041,12664,1,1994-06-24,Some Features of Blown-Up Nonlinear $\sigma$-Models
14046,11811,1,1994-06-25,Topological Structure in ${\hat c}=1$ Fermionic String Theory
14046,12781,1,1994-06-25,Topological Structure in ${\hat c}=1$ Fermionic String Theory
14046,12921,1,1994-06-25,Topological Structure in ${\hat c}=1$ Fermionic String Theory
14046,13105,1,1994-06-25,Topological Structure in ${\hat c}=1$ Fermionic String Theory
14046,13148,1,1994-06-25,Topological Structure in ${\hat c}=1$ Fermionic String Theory
14046,13238,1,1994-06-25,Topological Structure in ${\hat c}=1$ Fermionic String Theory
14046,13615,1,1994-06-25,Topological Structure in ${\hat c}=1$ Fermionic String Theory
14047,10880,1,1994-06-26,Quantum determinants
14049,12027,1,1994-06-27,On $E_{10}$ and the DDF construction
14049,12486,1,1994-06-27,On $E_{10}$ and the DDF construction
14049,13576,1,1994-06-27,On $E_{10}$ and the DDF construction
14051,10662,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14051,10749,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14051,10808,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14051,11093,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14051,11100,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14051,11876,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14051,12942,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14051,13146,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14051,13646,1,1994-06-27,Regularization and Quantization of Higher Dimensional Current Algebras
14053,10991,1,1994-06-27,Instanton Effects in Matrix Models and String Effective Lagrangians
14053,11210,1,1994-06-27,Instanton Effects in Matrix Models and String Effective Lagrangians
14056,11562,1,1994-06-28,Quantum Backreaction on ``Classical'' Variables
14056,11957,1,1994-06-28,Quantum Backreaction on ``Classical'' Variables
14055,11189,1,1994-06-28,Cosmology and Models of Supersymmetry Breaking in String Theory
14055,11323,1,1994-06-28,Cosmology and Models of Supersymmetry Breaking in String Theory
14055,13549,1,1994-06-28,Cosmology and Models of Supersymmetry Breaking in String Theory
14054,10706,1,1994-06-28,Analytic Bethe Ansatz for Fundamental Representations of Yangians
14054,11419,1,1994-06-28,Analytic Bethe Ansatz for Fundamental Representations of Yangians
14054,12315,1,1994-06-28,Analytic Bethe Ansatz for Fundamental Representations of Yangians
14054,12686,1,1994-06-28,Analytic Bethe Ansatz for Fundamental Representations of Yangians
14054,13004,1,1994-06-28,Analytic Bethe Ansatz for Fundamental Representations of Yangians
14054,13904,1,1994-06-28,Analytic Bethe Ansatz for Fundamental Representations of Yangians
14065,13601,1,1994-06-28,Yangian Double and Rational R-matrix
14062,11228,1,1994-06-28,A nonmeromorphic extension of the moonshine module vertex operator
14068,10342,1,1994-06-29,Integrable vector perturbations of W-invariant theories and their
14067,13328,1,1994-06-29,An involution and dynamics for the $q$-deformed quantum top
14064,10591,1,1994-06-29,A Theory for the Conformal Factor in Quantum $R^2$ Gravity
14064,11179,1,1994-06-29,A Theory for the Conformal Factor in Quantum $R^2$ Gravity
14064,11389,1,1994-06-29,A Theory for the Conformal Factor in Quantum $R^2$ Gravity
14064,11552,1,1994-06-29,A Theory for the Conformal Factor in Quantum $R^2$ Gravity
14064,12381,1,1994-06-29,A Theory for the Conformal Factor in Quantum $R^2$ Gravity
14066,11056,1,1994-06-29,Quantum Hamiltonian Reduction of the Schwinger Model
14066,11315,1,1994-06-29,Quantum Hamiltonian Reduction of the Schwinger Model
14066,12127,1,1994-06-29,Quantum Hamiltonian Reduction of the Schwinger Model
14066,12429,1,1994-06-29,Quantum Hamiltonian Reduction of the Schwinger Model
14081,13181,1,1994-06-30,Entropy for dilatonic black hole
14074,10677,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,10793,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,10837,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,10941,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,10976,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,11055,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,11079,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,11136,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,11137,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,11279,1,1994-06-30,Coset Realization of Unifying W-Algebras
14074,11364,1,1994-06-30,Coset Realization of Unifying W-Algebras
